target;BJD;RV_mlc_nzp;e_RV_mlc_nzp;RV_drs_nzp;e_RV_drs_nzp;RV_mlc;e_RV_mlc;RV_drs;e_RV_drs;RV_mlc_j;e_RV_mlc_j;CRX;e_CRX;dLW;e_dLW;Halpha;e_Halpha;NaD1;e_NaD1;NaD2;e_NaD2;f_RV;FWHM_DRS;CONTRAST_DRS;BIS;RVGUESS;SNR_DRS;BJD_DRS;BERV;BERV_DRS;DRIFT;e_DRIFT;SA;NZP_mlc;dNZP_mlc;NZP_drs;dNZP_drs;TMMEAN;EXPTIME;MLCRX;E_MLCRX;TIMEID;DRIFT_LAMP;MASK;PROGID;PROGPI;AIRMASS;OBHAB;THAR_FP;DPR_TYPE
HD45364;2453815.4922;-11.641;0.954;16456.239;1.050;14.208497599;0.385156046471;16455.7426928;0.311027636545;14.208497599;0.385156046471;6.413294556533127;3.152928858356756;-4.70202887954;0.811877119233;0.4444731613845114;0.00038737718535952103;0.2775962382572883;0.0004884897391682996;0.3748796351303078;0.000627178973934318;0;6.13720828355;36.2872661407;-0.00168093622869;16.3;193.4;2453815.49157;-17.0327227132;-17.0376441106;0.318;-9999999;0.005;-0.296;0.873;-0.501;-9999999;0.5;900.0009;6.42947059792;3.23097949046;2006-03-20T23:39:23.334;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2453817.60677;-10.409;0.999;16457.476;0.923;15.5579943329;0.484540890071;16456.7145751;0.392078036652;15.5579943329;0.484540890071;0.3213600705044491;4.968648520183694;-5.92524257603;0.916636723379;0.44333252469336204;0.00047234040297078046;0.2826192898387091;0.0006041674211063541;0.37179912647074326;0.0007742766477584843;0;6.13686975721;36.2918074597;-0.00227527243666;16.3;156.3;2453817.60612;-17.3492732509;-17.3540850321;0.104;-9999999;0.005;-0.178;0.873;-0.766;-9999999;0.44;900.0014;0.315490187083;5.02620982636;2006-03-23T02:25:26.571;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2453833.56191;-1.864;0.964;16465.154;1.055;24.0952924812;0.408168729228;16464.9348829;0.32797603052;24.0952924812;0.408168729228;10.148676114435064;3.823737718887465;-2.15732753563;0.848603879307;0.44422897078452206;0.00041548769560180606;0.2830900002325571;0.000518233780571429;0.37290897501017156;0.0006653345260624526;0;6.13837300797;36.2739360039;-0.00259837963913;16.3;182.4;2453833.56127;-17.2934942571;-17.2983421554;-0.295;-9999999;0.005;-0.186;0.873;-0.224;-9999999;0.47;900.0002;10.157800093;3.92973316524;2006-04-08T01:21:42.911;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2453861.47435;13.634;0.982;16479.015;0.790;40.0736385751;0.448855542032;16480.2604352;0.370110374339;40.0736385751;0.448855542032;1.825341241090576;3.814436895135257;4.85392304156;0.928514818827;0.44196863623439947;0.0004355016298497946;0.2831622802352808;0.0005609431099948568;0.37415355608149115;0.0007202491458941169;0;6.1473714875;36.2311990335;-0.00337803061068;16.3;168.2;2453861.4737;-14.2266756059;-14.2315716532;-0.229;-9999999;0.005;0.295;0.873;1.240;-9999999;0.47;899.9981;1.82284292637;3.94912588582;2006-05-05T23:17:44.444;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2453863.47484;10.547;0.927;16477.620;0.998;37.953676292;0.367757789164;16478.915651;0.296963895692;37.953676292;0.367757789164;3.9010069593730803;3.362426951341406;-1.79360489093;0.815230503736;0.44791258262053535;0.0003784663520636208;0.2824790848403014;0.000469156264055051;0.3771818320849702;0.0006069297115799382;0;6.13815149581;36.2742893502;-0.000446554208033;16.3;200.7;2453863.4742;-13.8861004992;-13.8909932515;0.363;-9999999;0.005;1.262;0.850;1.291;-9999999;0.49;900.0006;3.89281544539;3.51601984841;2006-05-07T23:18:16.892;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2453865.46825;12.442;0.943;16478.708;1.042;38.4647680199;0.357292245275;16479.0424084;0.285469571828;38.4647680199;0.357292245275;1.9927498942959863;3.3594682647220084;-7.77852196241;0.707469506349;0.44418943636023117;0.0003622479205991073;0.2760408360887458;0.0004502277994825208;0.37687762136268;0.0005818069315163867;0;6.13434620326;36.3062775334;0.000437064422897;16.3;209.3;2453865.46761;-13.5224341681;-13.5273234694;0.176;-9999999;0.005;-0.122;0.873;0.329;-9999999;0.49;900.0014;1.98864684072;3.49769982499;2006-05-09T23:08:55.148;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2453868.46677;13.358;0.980;16479.776;1.065;39.1679921312;0.444831493393;16480.1128832;0.359469881128;39.1679921312;0.444831493393;-1.0846442050112164;4.595086011998174;-0.168503231762;0.880267956637;0.44480407032262653;0.00045137642991325395;0.2757885009649511;0.0005623191326088303;0.3788073942904972;0.000728805180467453;0;6.13985256612;36.2624416086;-0.00074037307494;16.3;167.4;2453868.46613;-12.9616870614;-12.9665850483;-0.414;-9999999;0.005;-0.335;0.873;0.332;-9999999;0.49;899.9992;-1.09540006906;4.70486653621;2006-05-12T23:06:58.946;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454077.78063;-12.043;0.832;16454.538;0.952;13.8591688174;0.410493701284;16453.7342863;0.332719292875;13.8591688174;0.410493701284;4.925905298123513;4.1431343222731245;1.14962299064;0.749056691511;0.44613619327424775;0.0004245431317695027;0.2819024545388447;0.0005213316728555005;0.3712543374091678;0.000675960651238002;0;6.1406170671;36.257478777;-0.00313041027421;16.3;180.1;2454077.77999;6.81425838164;6.8093951897;-0.116;-9999999;0.007;-0.243;0.724;-0.811;-9999999;0.49;875.4994;4.94522985346;4.19768587085;2006-12-08T06:31:31.145;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454079.72022;-12.466;0.892;16453.808;0.937;13.8850591659;0.448966885537;16453.6677216;0.362436958631;13.8850591659;0.448966885537;1.4094228297217968;4.08810583766639;1.04559509085;0.938180782196;0.44765845183071756;0.0004507153638065123;0.2766320256703713;0.000564011848199822;0.3798809113863867;0.0007284610709212738;0;6.14303756249;36.2639191085;-0.00225288478536;16.3;167.1;2454079.71958;6.3896055528;6.38471467953;0.667;-9999999;0.007;0.206;0.771;-0.147;-9999999;0.51;875.5003;1.42677649257;4.1612444993;2006-12-10T05:04:10.088;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454081.75231;-14.029;1.020;16451.945;1.089;12.5104182178;0.527383218796;16452.1596642;0.426435816802;12.5104182178;0.527383218796;10.153094852665458;4.147555556790558;-4.73402812936;0.978517354687;0.4471680987917741;0.0005482259976912459;0.2749561444636104;0.000675985179911199;0.378642423679271;0.000874765405077324;0;6.13609401594;36.2996126433;-0.00150859401409;16.3;139.8;2454081.75167;5.72891761931;5.72405591643;-1.378;-9999999;0.007;0.393;0.873;0.208;-9999999;0.5;875.4997;10.1646024244;4.20503945499;2006-12-12T05:50:28.118;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454115.65455;-8.822;1.187;16457.810;1.092;18.1935832489;1.00365049936;16457.8158769;0.798952030885;18.1935832489;1.00365049936;5.322446655571443;7.975900400955241;-1.69028380689;1.7375287397;0.44570685273026284;0.0010390404251061315;0.2771934873921129;0.0012890181459064556;0.37790729857970745;0.001677200509999411;0;6.14763080487;36.2756069626;0.00261108491193;16.3;74.8;2454115.65395;-4.47048178792;-4.47541678027;-0.519;-9999999;0.007;0.871;0.633;-0.001;-9999999;0.59;875.5001;5.29884545501;8.01922822939;2007-01-15T03:28:16.771;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454136.62699;-11.517;0.720;16455.242;0.600;16.1606553097;0.394144127302;16456.6282936;0.318757020149;16.1606553097;0.394144127302;4.51847298974189;4.121667834601434;-5.06911139254;0.729644605502;0.44475723579440196;0.00042450974941126297;0.27530540435896356;0.0005175502979063583;0.3786754779806769;0.0006710549535573884;0;6.13800516962;36.3008501603;-0.00201377450459;16.3;182.4;2454136.62634;-10.2729270808;-10.2777860681;0.312;-9999999;0.007;1.533;0.603;1.379;-9999999;0.47;900.0055;4.52453004471;4.20189552539;2007-02-05T02:50:53.399;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454167.56103;-8.200;0.826;16458.641;0.802;18.5881072885;0.374470188232;16459.4835192;0.300276351861;18.5881072885;0.374470188232;6.016660591116611;3.642550856989827;-5.65433274924;0.715393861594;0.44253735280383916;0.00037249674300708846;0.27573129395090806;0.00046524811515467787;0.37285102463050207;0.0005980710583468535;0;6.13836147237;36.3071447392;-0.00424253289378;16.3;202.5;2454167.56039;-16.0191606821;-16.0240336539;0.327;-9999999;0.007;0.642;0.737;0.836;-9999999;0.48;899.9951;6.04859813534;3.73082504587;2007-03-08T01:17:45.345;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454171.5644;-5.853;0.795;16460.683;0.830;19.5873266972;0.350137445625;16459.9694282;0.280369514975;19.5873266972;0.350137445625;9.297006007887942;3.0431840957667067;-8.32806348362;0.818399153651;0.441139478305295;0.0003450230319988676;0.2827781899627724;0.00043355245830608587;0.36937910369856686;0.0005545118502601365;0;6.13558359387;36.3156294727;-0.003002606483;16.3;217.9;2454171.56376;-16.4727518142;-16.4776156771;-0.38;-9999999;0.007;-0.706;0.714;-0.721;-9999999;0.49;899.9941;9.31437937315;3.17143402194;2007-03-12T01:22:46.200;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454196.51378;-4.028;0.972;16462.880;1.061;22.390757743;0.427372301446;16462.9562492;0.345870370481;22.390757743;0.427372301446;3.012650958068846;4.3490599062492485;-5.15618337386;0.830799025801;0.4444247888321496;0.0004346563171691014;0.28235433285115896;0.000540817661418327;0.3722757838989429;0.0006948110747005964;0;6.13969738652;36.2925414255;-0.00295047880128;16.3;174.6;2454196.51313;-17.2932758891;-17.2981764231;0.342;-9999999;0.008;0.274;0.873;0.068;-9999999;0.49;899.9991;3.03190650092;4.43082151534;2007-04-06T00:11:54.356;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454202.54735;-1.682;0.981;16464.786;1.032;24.5134771808;0.447978848914;16465.3559071;0.368314831535;24.5134771808;0.447978848914;-0.7408287165588907;4.459584830951215;-2.3262604579;0.624952544572;0.4441566266499323;0.0004491833408498544;0.28115786302564294;0.0005634734097665065;0.3663046828803993;0.0007285155747998925;0;6.14194878603;36.2856731851;-0.00463987720026;16.3;167.1;2454202.54672;-17.0989603813;-17.103815492;0.101;-9999999;0.008;0.050;0.873;0.562;-9999999;0.49;899.9965;-0.728805315139;4.54274339833;2007-04-12T01:00:44.990;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454225.52765;2.884;1.234;16471.517;1.223;29.1457933037;0.872173777289;16471.3967547;0.700196077581;29.1457933037;0.872173777289;-3.123788836633476;7.817987749493913;5.28980828481;1.61167197587;0.4431403548864937;0.000841673472343021;0.2765893376283098;0.001086468007857886;0.37877108160250983;0.0014023721013936802;0;6.14914059606;36.2307374562;-0.00185689848165;16.3;88.5;2454225.52699;-14.4911502102;-14.4959736352;0.079;-9999999;0.008;0.117;0.873;-0.128;-9999999;0.42;899.9996;-3.14348268888;7.86359471336;2007-05-05T00:35:09.273;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454233.4714;5.468;1.675;16471.689;1.514;31.7329312658;1.51219364963;16472.1701819;1.34630943076;31.7329312658;1.51219364963;-8.273019255467092;13.97525372760141;-0.230702107183;3.61456479654;0.4516404485789336;0.0014629166998830923;0.27719284839592817;0.0019097596010201245;0.3784054645148076;0.002450957211062384;0;6.14564051438;36.2573674594;0.000133432573172;16.3;52.5;2454233.47074;-13.0296667735;-13.0345414379;0.022;-9999999;0.008;0.120;0.720;0.473;-9999999;0.41;900.0042;-8.28493226124;13.977965763;2007-05-12T23:14:49.500;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454314.93142;20.028;1.119;16486.291;1.152;46.765907655;0.698898954772;16486.6366492;0.566880207939;46.765907655;0.698898954772;10.855879064297644;5.568546724924786;10.303405276;1.24640265348;0.44941659252039295;0.000693909441659435;0.275714223962652;0.0008755126719721659;0.38202649087086815;0.0011362102756222506;0;6.15064472104;36.2064947099;-0.00225494676836;16.3;108.4;2454314.93078;8.93708077499;8.93223258872;0.234;-9999999;0.008;0.593;0.873;0.338;-9999999;0.5;899.9988;10.8512305194;5.56383126269;2007-08-02T10:16:51.194;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454319.91896;21.421;1.028;16488.476;1.112;48.0993364526;0.592952309952;16488.845811;0.480499070539;48.0993364526;0.592952309952;-3.227944300548422;4.700794475060074;12.9471617261;1.00458832152;0.4489037005532852;0.0005765087845565757;0.2810139362722328;0.0007239942585520504;0.37381846807737507;0.0009432787801861104;0;6.15550391311;36.18906215;-0.00311815452632;16.3;129.5;2454319.91833;10.1462912338;10.141432465;0.002;-9999999;0.008;0.533;0.840;0.362;-9999999;0.49;899.9994;-3.23037411564;4.67910693881;2007-08-07T09:58:50.555;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454343.91572;12.825;1.011;16479.303;1.085;39.0254245188;0.509431123702;16479.2222581;0.413800942653;39.0254245188;0.509431123702;2.152181869188725;4.943036841106117;0.0183183118062;1.06206400115;0.44834453779898287;0.0005068504013842517;0.2831261774921821;0.0006330708444951333;0.3721963031187449;0.000819277329670737;0;6.14336822456;36.2790134215;-2.20555364798e-05;16.3;148.4;2454343.91507;14.79817886;14.7932559314;0.145;-9999999;0.008;0.055;0.873;-0.089;-9999999;0.47;899.9969;2.14458271691;5.01752491531;2007-08-31T09:53:02.677;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454345.90112;11.539;0.856;16478.695;0.805;36.7714105649;0.393819291774;16477.2353933;0.314462673661;36.7714105649;0.393819291774;-3.7241540940157862;4.013956053003845;-1.31429690379;0.786440610637;0.4463652095528327;0.000387967067649062;0.2745998861863756;0.0004811167019134922;0.3800492695196802;0.0006243551166638195;0;6.1390719194;36.2908387579;-0.00268029608628;16.3;194.2;2454345.90047;15.1117937001;15.1068937406;0.199;-9999999;0.008;-0.913;0.760;-1.468;-9999999;0.47;899.9976;-3.7289941387;4.13441275958;2007-09-02T09:31:52.849;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454347.89605;11.300;1.366;16477.193;1.309;37.5303990883;1.0509789263;16477.0564537;0.842179736309;37.5303990883;1.0509789263;17.218800370139345;8.622314131848169;-0.200597860124;1.83830021305;0.44414295828794864;0.0010453161667659102;0.2742302483264106;0.001321672167841328;0.3742748772716891;0.0017158468561965286;0;6.15139177186;36.2561505083;-0.00594992776203;16.3;73.0;2454347.89541;15.3955062961;15.3905946377;0.356;-9999999;0.008;0.085;0.873;-0.145;-9999999;0.47;150.0011;17.2038211784;8.65947175452;2007-09-04T09:30:18.789;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454347.89809;10.726;1.362;16475.880;1.309;36.9556796388;1.04541650386;16475.7385805;0.841400719936;36.9556796388;1.04541650386;12.3778384762204;8.772486336688845;-4.52978752574;1.9360657716;0.4463134057328098;0.001047648723361894;0.2736685122640943;0.001317828332555156;0.3776025266244425;0.0017211343223973352;0;6.14285171117;36.293333232;-0.00725455424301;16.3;73.1;2454347.89745;15.392416443;15.3875013043;0.038;-9999999;0.008;0.085;0.873;-0.149;-9999999;0.44;150.0006;12.3753092835;8.81054792325;2007-09-04T09:33:19.750;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454347.90019;10.658;1.332;16475.019;1.286;36.8866305012;1.00557131519;16474.873678;0.805664902908;36.8866305012;1.00557131519;8.574111341739789;8.769875279228433;-4.20579793261;2.14012855227;0.4442441588508754;0.0010095399284181432;0.277755138921955;0.0012797901954483789;0.37229591310745924;0.0016480708040883067;0;6.14570119591;36.2897638507;-0.00507531471604;16.3;75.6;2454347.89954;15.3892050096;15.3843011895;0.169;-9999999;0.008;0.084;0.873;-0.153;-9999999;0.44;150.0015;8.57607951175;8.80333036727;2007-09-04T09:36:20.941;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454347.90231;10.113;1.289;16477.012;1.255;36.3418294757;0.948425368796;16476.8629321;0.755240906022;36.3418294757;0.948425368796;8.891268762880177;7.631952629421289;-5.6020430609;1.78772145156;0.4479151883926036;0.0009553690364395755;0.2746438242134943;0.0012010506372605058;0.3747718315189599;0.0015621868268656264;0;6.13759126306;36.3026306251;-0.00648714147832;16.3;79.9;2454347.90166;15.3859233227;15.3810071328;0.251;-9999999;0.008;0.084;0.873;-0.157;-9999999;0.45;150.0001;8.87994074816;7.66965998994;2007-09-04T09:39:22.382;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454347.90437;13.123;1.298;16479.566;1.261;39.3508371982;0.961136111015;16479.4125349;0.765387102856;39.3508371982;0.961136111015;23.30228182508716;8.270553944156003;-8.51104461648;2.00645795002;0.4504574341561582;0.0009713549182788675;0.27491599741196676;0.001217384970676949;0.3709843596899091;0.0015734200434168904;0;6.14242970675;36.3262439446;-0.00230243560875;16.3;79.0;2454347.90372;15.3826860953;15.3777849368;0.395;-9999999;0.008;0.083;0.873;-0.161;-9999999;0.43;150.0004;23.3010270844;8.30300251895;2007-09-04T09:42:23.763;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454349.88851;11.284;0.993;16477.045;1.020;37.4648673698;0.472297711569;16476.8575253;0.379422221507;37.4648673698;0.472297711569;0.562254413688874;3.9242435929351345;-0.262107111053;0.947005580227;0.4494969648741731;0.0004673335717218717;0.28111733645718445;0.0005807606070391006;0.3790724928943941;0.0007526748003984379;0;6.1446765543;36.2677792913;-0.00473896963539;16.3;161.1;2454349.88787;15.6665527405;15.6616422985;0.122;-9999999;0.008;0.035;0.873;-0.195;-9999999;0.47;899.9996;0.553693989392;4.06597894759;2007-09-06T09:13:26.032;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454385.80612;-5.606;0.985;16460.164;1.025;20.0220450429;0.607320628278;16459.3035575;0.490199970762;20.0220450429;0.607320628278;-2.282883293281265;5.0906084053033425;6.10794322514;1.27118562592;0.44410271701184423;0.0006065600457172854;0.27996822143632866;0.0007520926167900399;0.37964632512463087;0.0009760995564489449;0;6.1523546764;36.2284516092;-0.00403339241053;16.3;124.7;2454385.80548;17.2020106989;17.1971575564;0.283;-9999999;0.009;-0.517;0.775;-0.869;-9999999;0.47;899.9969;-2.31515479945;5.15634171299;2007-10-12T07:11:54.166;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454386.77534;-6.577;0.869;16458.913;0.837;19.769498788;0.446533757856;16459.3177666;0.358636524008;19.769498788;0.446533757856;-2.104493931608231;4.083055086626666;7.52897456463;0.768686357356;0.44413668668435513;0.0004416490834061986;0.2804011599474352;0.0005461413787269692;0.37971446361923933;0.0007091297471367061;0;6.14782371874;36.2387742127;-0.00490669637672;16.3;170.9;2454386.7747;17.1995827659;17.1947430161;-0.028;-9999999;0.009;0.201;0.745;0.396;-9999999;0.49;899.9957;-2.1093571066;4.17054529668;2007-10-13T06:27:12.163;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
HD45364;2454392.8279;-8.919;0.985;16456.995;1.070;17.8724628793;0.454693086995;16457.5655627;0.372812361204;17.8724628793;0.454693086995;1.3295974544906446;4.497741058343841;0.301595954417;0.791933741644;0.4484438378481003;0.0004636111306647873;0.27326824964050933;0.0005721161458076164;0.38166390118939764;0.0007457957177865834;0;6.14182236654;36.2759289555;0.0002372013528;16.3;163.6;2454392.82726;16.6665751526;16.6617023194;0.13;-9999999;0.009;0.646;0.873;0.562;-9999999;0.5;899.9963;1.31066705444;4.58094256569;2007-10-19T07:42:14.809;-9999999;K5;072.C-0488(E);Mayor;-9999999;HARPS_ech_obs_all;HARPS_ech_obs_thosimult;STAR,WAVE,K0
